model_name,silhouette_score,calinski_harabasz_score,n_clusters,adjusted_rand_score,training_time_seconds,prediction_time_seconds,model_size_mb,best_parameters,optimization_trials
KMeansModeler,0.2344290954223667,1085.9048542949702,2,0.08952101368984045,95.7898530960083,0.0037598609924316406,0,"{'init': 'random', 'n_init': 18, 'random_state': 42, 'n_clusters': 2}",0
