model_name,accuracy,precision,recall,f1_score,roc_auc,training_time_seconds,prediction_time_seconds,model_size_mb,best_parameters,optimization_trials
RandomForestModeler,0.9230242901128977,0.9258738182384395,0.9230242901128977,0.9227034946794622,0.9710518387275061,76.3672571182251,0,0,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_state': 42, 'n_jobs': -1}",0
