model_name,n_components,bic_score,aic_score,log_likelihood,silhouette_score,adjusted_rand_score,mapped_accuracy,mapped_precision,mapped_recall,mapped_f1_score,mapped_roc_auc,training_time_seconds,prediction_time_seconds,model_size_mb,best_parameters,optimization_trials
EMModeler,2,-552272.811190819,-580895.5082148027,50.41682417163896,0.16976211267968377,0.03318696853497658,0.5918576804652754,0.6255770477572552,0.5918576804652754,0.5754709876975032,0.6031890869394932,26.453746557235718,0.01947021484375,0,"{'covariance_type': 'full', 'max_iter': 198, 'tol': 0.0009145640474356255, 'n_components': 2, 'random_state': 42}",0
